original	translation
6977,57052	36819,36820
6979	36821
6980	36822
6981	36823
6982	36824
6983	36825
6984	36826
6985	36827
6986	36828
6987	36829
47310	50414
47311	50415,50416
6989	36831
6990	36832
6991	50417
6992	50418
6993	50419
6994	50420
6995	36836
6996	36837
6997	36838
6998	50421
6999	50422
7000	36840
7001	36841
7002	36842
7003	36843
7004	36844
7005	50423
7006	50424
7007	36846
47312,47313	36847
7009	36848
7010	36849
7011	36850
7012,7013	36851,36852
7014	36853
7015	36854
7016	36855
7017	36856
7018	36857
7019,7020	36858
7021	36859
7022	36860
7023	36861
7024	50425
7025	50426
7026	36864
7027	36865
7028	36866
7029	50427
7030	50428
7031	50429
47314	50430
47315	36870
7033	36871
7034	36872
7035	36873
7036	36874
7037	36875
7038	50431
7039	50432
7040	50433
7041	50434
7042	36881
7043	36882
7044	36883
7045	36884
7046	36885
7047	36886
7048	36887
7049	36888
7050	
7051	36889
7052	36890
7053	36891
7054	36892
7055	50435,50436
7056	36894
7057	36895
7058	36896
7059	36897
7060	36898
7061	36899
47316	50437
47317	50438,50439
47318,47319	50440
7064	36902
47320	50441
47321	50442
7066	36904
7067	36905
7068	36906
7069	50443
7070	50444
7071	36908
7072	50445
47322	50446
47323	50447
47324	50448
47325	50449
47326	50450
47327	50451
7074	36911
7075	36912
7076	36913
7077	36914
47328,47329	36915
7079	36916
7080	36917
7081	36918
7082	36919
7083	36920
7084	36921
7085	36922
7086	36923
7087	50452
57364	50453
7088	36925
7089	36926
7090	36927
7091	36928
7092	36929
47330,47331	50454,50455
47332	50456
7094	36931
7095,7096	36932
55127	36934
47333	50457
47334	50458
7098	50459
7099	50460
47335	50461
47336	50462
7101	50463
7102	36939
7103	36940
7104	50464
7105	50465
7106	36942
7107	36943,36944
7108	36945
7109	36946
7110	36947
7111	36948
7112	36949
7113	36950
7114	36951
7115	36952
7116	36953
7117	36954
7118	36955
7119	36956
47337	50466
47338	50467
7121,7122	50468
7123	36959
47339	50470
47340	50471
47341	50472
7125	36961
7126	36962
7127	36963
7128	36964
7129	36965
47342	50473
47343	50474
47344	50475
7131	36967
7132	50476
7133	50477
7134	36970
7135,55140	36971
7139	36975
7140	50478
7141	50479
7142	36977
7143	36978
7144	36979
7145	36980
7146	36981
7147	36982
7148	36983
7149	36984
7150	50480,50481
7151	36986
7152	36987
7153	36988
7154	36989
7155	36990
7156	36991
7157,7158	36992,50482
7159	50483,36995
7160	36996
7161	36997
47345,47346	36998
7163	36999
7164	37000
47347	50484
47348	50485
47349	50486
47350	37002
47351	55132
47352	55133
47353	50487
47354	50488
7169	50489
	50490
7170	37006
7171	37007,37008
7172,7173	37009
7174	37010
7175	37011
7176	37012
7177	37013
7178	37014
7179,7181	37015
7182,7183	37017
7184	55134
7185	37018
7186	50491
7187	50492
7188	
7189	37020
7190	37022
7191	37023
7192	37024
7193	37025
7194	37026
7195	37027
7196,7197	37028,55135
7198,47355	37030,50493
47356	50494
47357,47358	37032
7201	50495,50496,50497
7202	37034
7203	50498
7204	50499,37036
7205	37037
7206	37038
7207	37039
7208	37040
7209	37041
7210	37042
7211	37043
7212,7213	37044,37045
7214	37046
7215,7216	37047,37048
7217	37049
7218	37050
7219	37051
7220,7221	37052
7222	37053
7223	50500
7224	50501
7225	37055
7226	37056
7227	55136
7228	37058
7229	37059
7230	37060
7231	37061
7232	37062
7233	37063
7234	37064
7235	37065
7236	37066
7237	37067
7238	37068
7239	37069
7240	37070
7241	37071
7242	37072
7243	37073
7244	37074
7245	50502
7246	50503
7247	37076,50504
47359	50505
56895	56897
56896	50507
	50508
7249	37079
7250	37080
7251	37081
7252	37082
7253	55137
7254	37084
7255	37085
7256	37086
7257	37087
7258	37088
7259	37089
7260	37090
7261	37091
7262	55138
7263	50509,50510
7264	37094
7265	37095
7266,7267	55139
7268	37098
7269	37099,37100
7270	37101
7271	55141
47361,47362	37103
7273	37104
47363,47364	37105
7275	37106
7276	37107
7277	37108
7279	37110
7280	50511
7282	37113
7283	37114
7284	37115
7285,7286	37116,37117
47365,47366,47367	37118
7288	37119
7289	50513
7290	50514,37121
7291	37122
7292	37123
7293	37124
7294	37125
7295	37126
7296	37127
47368,47369	37128
7298	37129
7299	37130
7300	37131
7301	37132
7302	37133
7303	37134
7305	37136
7306	50515
7307	50516
7308	37138
7309	37139
7310	37140
7311	37141
7312	37142
7313	37143
7314	37144
47370,47371	37145
7316	37146
47372,47373	37147
7318	37148
7319,7320	37149
7321	37150
7322	37152
7323	50517,50518
7324	50519,50520
7325	50521
47374	50522
47375	37156
7327	37157
7328	37158
7329	37159
7330	37160
7331	37161
7332	37162
7333	50523
7334,7335	50524,50525
7336	37164
47376,47377	37165
7338	37166
7339	37167
7340	50526,50527
7341	37169
7342	37170
7343	37171
7344	50528
7345	50529
7346	37173,50530
7347	50531
7348	37175,37176,50532
7349	50533
7350	50534,50535
7351	37179
7352	37180
7353	37181
7354	37182
7355	37183
7356	50536
	50537
	50538
7357	37185
7358	37186
7359	37187
7360	56942
7361	37188
7362	37190,37191
7363	50539
7364	50540
7365	37193
7366	50541
7367	50542
7368	37196
7369	37197
7370	50543
57373	50544,50545
7371	37199
7372	37200
7373	37201
7374	37202
7375	50546
7376	50547,37204
7377	37205
7378	37206
7379	37207
7380	37208
7381	37209
7382	50548
7383	50549
7384	37211
7385	37212
7386	56943
7387	37214
7388	37215
7389	37216
7390	37217
7391	37218
7392	37219
7393	37220
7394	37221
7395	37222
7396	37223
7397	37224,37225
7398	37226
7399	50550
47378	50551
47379	50552
47380	50553
47381	50554
7402	37229
7403	56944
7404	37231
7405,7406	37232,37233
7407	37234,37235,56945
7409	37236
7410	37237
7411	37238
7412	56946
7413	37240
7414	37241
7415	37242
7416	37243
7417	37244
7418	37245
7419	37246
7420	37247
7421,7422	50555
56910	50556
56911	37249
7423	37250
7424	50557
47382	50558
47383	37252
7426	37253
7427	50559
56913	50560
7428	50561
7429	50562,37256
7430	37257
7431	37258
7432	37259
7433	37260
7434	37261
7435	37262
47384	50563
47385	50564
7437	37264
7438	37265
7439	37266
7440	37267
7441	37268
7442	37269
57375	56947
7443	37270
7444	37271
7445	50565
7446	50566,37273
7447	50567
56962	50568
7448,7449	37275
56965	37276
7450	37277
7451	37278
7452	37279
7453	37280
7454	37281
7455	37282
7456	50569
	50570
7457	37284
7458	37285
7459	37286
7460	37287
7461	37288
7462	37289
7463	37290
7464	37291
7465	37292
7466	37293
7467	37294
7468	37295
7469	37296
7470	50571
7471	50572
7472	50573
7473	50574
7474	50575
7475	50576
7476	37300
7477	37301
7478	37302
7479	37303
7480	37304
7481	37305
7482	37306
7483	37307
7484	37308
7485	37309
7486	37310
7487	37311
7488	37312
7489	37313
7490,7491	50577
7492	50579
	50580
7493	37316
7494	37317
7495	37318
47386,47387	37319
7497	56948
7498	37321
7499	37322
7500	37323
7501	37324
7502	50581
7503	50582
7504	37326
47388	50583
47389	50584
7506	50585
47390,47391	50586
7508	37330
7509	37331
7510	37332
7511	37333
7512	37334
7513	37335
7514	50587,50588
7515	37337
7516	37338
7517	37339
7518	37340
7519	37341
7520	37342
7521	37343
7522	37344
7523	37345
7524	37346
7525	37347
7526	37348
7527	37349
47392	50589
47393,47394,47395	50590,37351
47396	50591
47397	50592
7531	50593
7532	37354
7533,7534	37355
7535	37356
7536	37357
7537	37358
7538	37359
7539	37360
7540	37361
7541	37362
7542	50594
7543	50595
47398,47399	37365
7545	37366
47400,47401,47402,47403	37367
7547	37368
7548	50596
	50597
20151	39923
20152	39924
20153	39925
20154	39926
20155	39927
20156	39928
48331,48332	39929
20158	39930
20159	39931
20160	39932
20161	39933
20162	39934
20163	39935
20164	39936
20165	39937
20166	39938
20167	39939
20168	39940
20169	39941
20170	39942
20171	39943
20172	39944
20173	39945
20174	51223
55124	51224
20175	39947
20176	39948
48333	51225
48334	51226
	51227
20178	51228,51229
20179	39951
20180	39952
20181	39953
20182	39954
20183	39955
20184	39956
20185	39957,56960
48335	51230
48336	51231
20187	39959
20188	39960
20190	51232
48337	51233
20192	39963
20193	39964
20194	39965
20195	39966
20196	39967,39968
20197	39969
20198	39970
20199	39971
20200	39972
20201	39973
20202	39974,39975
20203	39976
20204	39978,39979
48339	51234
48340	51235
48341	51236
48342	51237
20207	39982
20208	39983
20209	39984
20210	39985
20211	39986
20212	39987
20213	39988
48343	39989
48344	57007
20215	39990
20216	39991
20217	39992
20218	39993
20219	39994
20220	39995
20221	39996
20222	39997
20223	39998
20224,20225	39999
20226	40001
20227	40002
20228	40004
20229	51239
20230	40006
20231	40007
20232	40008
20233	40009
20234	40010
20235	40011
20236	51240
20237	51241
20238	40013
48345	51242
48346	51243
20240	40017
20241	40018
20242	51244
20243	51245
20244	40021
20245	40022
20246	40023
20247	40024
20248	40025
20249	40026
20250,81908	40027
20251	40028
20252	40029
20253	40030
20254	40031
20255	40033
20257	40035
20258	40036
20259	40037
20260	40038
20261	40039
20262	40040,40041
20263	40042
20264	40043
20265	40044
20266	40045
20267	40046
20268	40047
20269	40048
20270	40049
20271	40050
20272	51246
20273	51247
20274	40053
20275	40054
20276	40055
20277	40056
20278	40057
20279	40058
20280	40059
20281	40060
20282	40061
20283	40062
20284	51248
55123	51249
20285	40064
20286	40065
20287	40066
20288	40067
20289	40068
20290	40069
20291	51250
20292	51251,40071
20293	40072
20294	40073
20295	40074
20296	40075
20297	40076
20298	40077
20299	40078,51252
20300	51253
20301	40080
20302	40081
20303	40082
20304	40083
20305	40084
20306	40085
20307	40086
20308	40087
48347	51254
48348,48349,48350	51255
20311	40090
20312	40091
20313	51256
55125	51257
55126	51258
20314	40093
20315,20316	40094
20317	40096
20318	40097
20319	40098
20320	40099
20321	51259,51260
20322	40101
20323	40102
20324	40103
20325	51261
	51262
20326	40105
20327	40106
20328	40107
20329	40108
20330	40109
20331	40110
20332	40111
20333	40112
20334	40113
20335	40114
20336	40115
20337	40116
20338	40117
20339	40118
56875	58223
20340	40119
20341	40120
56876	57011
20342	40121,51263
20343	51264
20344	40123
20345	40124
20346	51265
20347	51266
20348	51267
20349	51268
20350	51269,51270
20351	40130
20352	40131
20353	40132
20354	40133
20355	40134
20356	40135
20357	51271,51272
20358	58224
20359	51274
56877	51275
20360	40138
20361	51276,51277
20362	40140
20363	40141
20364	40142
20365	40143
20366	51278
20367	51279
20368	40146
20369	40147
20370	51280
20371	51281
20372	51282
56879	51283
20373	40151
20374	40152
20375	40153
20376	51284
56880	51285
20377	40155
20378	40156
20379	40157
20380,56955	40158
20381	40159
20382	40160
20383	40161
20384	40162
20385	40163
20386	40164
20387	40165
20388,20389	40166
20390	51286
20391	51287
20392	40170
20393	40171
20394	51288
20395	51289
20396	40173
20397	40174
20398	40175
20399	40176
20400	51290
48351	51291
48352	51292
20402	40179
48353	51293
48354	51294
20404	40181
20405	40182
20406,20407	40183
20408	40185
20409	40186
20410	40187
20411	58229
20412	40189
20413	40190
20414	40191
20415	40192
20416	40193
20417	40194
20420	40196
57012	57015
57013	57016
58230	40197
20422	40198
48355	51295
48356	51296
20424	40200,51297
20425	51298
20426	40202
20427	40203
20428	40204
20429	40205
20430	40206
20431	40207
20432	40208
20433	40209
20434	51299
20435	51300
48357	51301
48358	51302
20437	51303,51304
20438,58359	51305
20439	51307
20440	40216
20441	40217
20442	40218
20443	40219
20444	51308
20445	51309
20446	40221
20447	40222
20448	40223
20449	51310
20450,20451	51311
20452	40227
20453	40228
20454	40229
20455	40230
20456	40231
20457	40232
20458	51312
20459	51313
20460	40234
20461	40235,57031
20462	40236
20463	51314
20464	51315,40238
20465	40239
20466	40240
20467	40241
20468	40242
20469	40243
20470	40244
20471	40245
20472	51316
20473	51317
20474	40247
48359	40248
48360	58204
20476	40249
20477	40250
20478	40251
20479	40252
20480	40253
20481	40254
48361	51318
48362	51319
48363	58205
48364	58206
48365	58207
20483	40256
20484	40257
20485	40258
20486	40259
20487	40260
20488	40261
20489	40262
20490	40263
20491	40264
20492	40265
20493	40266
20494	40267
20495	40268
20496	40269
20497	40270
20498	51320
20499	51321
20500	40273
20501	40274
20502	40275
20503	40276
20504	40277
20505	40278
48366,48367	40279
20507	40280
20509	40282
20510	40283
20511	40284
20512	40285
20513	40286
20514	40287
20515	40288
20516	40289
20517	40290
20518	40291,58254
48371	40292
48372	58212
48373	58209
20520	40293
20521	40294
20522	40295
20523	51322,51323
20524	40297
20525	40298
20526	40299
20527	40300
20528	40301
20529	40302
20530	40303
20531	51324
57023	57025
57024	40305
48376	40306
20534	40307
48379	51326
48380	51327
20536	40309
20537	40310
20538	40311
20539	40312,51328
20540	51329
48381	51330
48382	51331,51332
48383	51333
48384	51334
20543	40316
20544	40317
20545	40318
20546	40319
20547	40320
20548	40321
20549	40322
20550	40323
20551	40324
20552	40325
20553	40326
20554	40327
20555	40328
20556	40329
20557	40330
20558	40331
20559	40332
20560	40333
20561	40334
20562	40335
20563	51335
20564	51336
57029	51337
20565	40337
20566	40338
48385	51338
48386	51339
20568	58266
20569	40341
20570	40342
20571	40343
20572	40344
48387	51340
48388	51341
20574	40346,51342
20575	51343
20576	40348
20577	40349
20578	40350
20579	40351
20580	40352
20581	40353
20582	40354
20583	40355
20584	40356
20585	40357
20586	51344,51345
20588	40359
20589	40360
20590	40361
20591	40362
20592	40363
20593	40364
20594	40365
20595	40366
20596	40367
20597	40368
48389	51346
48390	51347
20599	40370
20600	40371
20601	40372
20602	40373
20603,48391	40374
48392	51349
20605	40376
20606	51350
20607	51351
20608	40378
20609	40379
20610	40380
48393	51352
48394	51353
48395,48396	40382
20613	40383
20614	40384
20615	40385
20616	40386
20617	40387
20618	40388
20619	40389
20620	40390
20621	51354,51355
20622	40392
20623	40393
20624	40394
20625	40395
48397	51356
48398	51357
48399,48400	40397
48401	40398
20629	40399
20630	40400
20631	40401
20632	40402
20633	40403
20634	40404
20635	51358
56956	51359
20636	40406
20637	40407
48403,48404	40408,51360
20639	51361
20640	51362
20641	51363
20642	40412
20643	40413
20644	51364
20645	51365
20646	40415,40416
20647	40417
20648	40418
20649	40419
20650	40420
20651	51366
20652	51367
20653	40423,51368
20654	51369
20655	51370
56957	51371
20656	40426
20657	40427
20658	51372
20659	51373
20660	40429
20661	51374
20662	51375,40431
20663	40432
20664	40433
20665	40434
20666	40435
20667	40436
20668	40437
20669	40438
20670	40439
20671	40440
20672	40441
20673	40442
48405	40443
20675	40444
20676	40445
20677	40446,51376
20678	51377
20679	40449
20680	40450
20681	40451
20682	40452
20683	51378
	51379
20684	51380
20685	51381
20686	40455
20687	40456
20688	51382
	51383
20689	51384
20690	51385
20691	51386
56958	51387
56959	51388
20692	40459
20693	40460
20694	63480
20695	40461
20696	40462,40463
20697	51389
20698	51390
20699	40465
20700	40466
20701	51391
20702	51392
20703	40469
20704	40470
20705	40471
20706	40472
48407	40473
48408	57033
20708	40474
48409	40475
20710	40476
20711	40477
20712	51393
20713	51394
20714	40479
20715	40480
20716	40481
20717	40482
20718	40483
20719	40484
20720	40485
20721	40486
20722	40487
20723	40488
20724	51395
20725	51396
20726	40491
20727	51397
20728	51398
20729	40493
20730	40494
20731	40495
20732	40496
20733	40497
20734	40498
20735	40499
20736	51399
20737	51400
20738	51401
20739	51402
20740	40502
20741	40503
20742	40504
20743	40505
20744	40506
20745	40507
20746	40508
48411	51403
48412	51404
48413,48414	40510
20749	40511
20750	40512
20751	40513
20752	40514
20753	40515
20755	40517
20756	40518
20757	40519
48417	51405
48418	51406
20759,20760	40521,40522
20761	40523
20762	40524
48419	51407,51408
48420	40526
20764	40527
20765	40528
20766	40529
20767	40530
20768	40531
20769	40532
20770	40533
20771	40534
20772	40535
20773	40536
20774	51409,51410
20775	40538
20776	40539
20777,20778	40540
20779	40541
20780	40543
20781	40544
20782	40545
20783	51411
20784	51412,40547
20785	40548
20786	40549
20787	40550
20788	40551
20789	40552
20790	40553
20791	40554
48421	51413
48422	51414
20793	40556
48423,48424	40557
20795	51415
20796	51416
20797	40559
20798	40560
20799	51417
48425	51418
48426	40562
20801	51419
20802	51420
20803	40564
20804	40566
20805	40567
20806	40568
20807	40569
48427,48428	40570
20809	40571
20810	51421
20811	51422
20812,20813	40574
20814	51423
20815	51424
20816	40576
20817	40577
20818	40578
20819	40579
20820	40580
20821	40581
20822	40582
20823	40583
20824	40584
20825	40585
20826	40586
20827	40587
20828	58255
20829	40589
20830,20831	40590
20832	40591
20833	40592
20834	40593
20835	40594
20836	51425
20837	51426
20838	40596
48429	51427
48430	51428
20840	40598
20841	40599
20842	40600
20843	40601
20844	40602
20845	40603
20846	40604
20847	40605
20848	40606
20849	40607
20850	40608
20851	51429
20852	51430
20853	51431
20854	51432
20855	51433
20856	51434
20857	51435
20858	40613
20859	40614
20860	40615
20861	40616
20862	40617
20863	40618
20865	51436,51437
20866	40621,51438
20867	51439
20868	40623
20869	51440
20870	51441
20871	51442
20872	51443
20873	40627
20874	40628
20875	40629
20876	40630
20877	40631
20878	40632
20879	40633
20880	40634
48431	40635
48432	40636
20882	40637
20883	40638
20884	40639
20885	40640
20886,20887	40641,51445
20888	51446
	40643
20889	40644
48433	51447
48434	51448
20891	40646
20892	51449
20893	51450
20894	51452,58335
20895	51453
20896	51454
20897	40652
20898	40653
48435	51455
48436	51456
48437	51457
48438	51458
20901	51459
20902	51460
20903	40657
20904	40658
48439	40659
48441	40660
20907	40661
20908	40662
48443	40663
20910	40664
20911	40665
20912	40666
20913	40667
20914	40668
20915	40669
20916	40670
20917	40671
20918	40672
20919	40673
20920	40674
20921	40675
20922	40676
20923	40677
20924	51461
20925	51462
20926	40679
20927	40680
20928	40681
20929	40682
20930	40683
20931	40684
20932	40685
20933	40686
20934	40687
20935	40688
20936	40689
20937	40690
20938,20939	40691,40692
20940	40693
20941	40694
20942	40695
20943	40696
20944	40697
20945	40698
20946	40699
20947	40700
20948	40701
20949	40702
48445,48446	40703
20951	40704
20952	40705
20953	40706
20954	40707
20955	40708
20956	40709
20957	40710
20958	40711
20959,20960	40712,40713
20961	40714
20962	40715
20963	40716
20964	40717
20965	58143
58145	58144
20966	40720
20967	40721
20968	40722
20969	40723
20970	40724
20971	40725
20972	40726
48447	51463
48448	51464
20974	40728
20975	40729
48449	51465
48450	51466
20977	40731
20978	40732
20979	40733
20980	40734
20981	58349
48451	51467
48452	51468
20983	40736
20984	40737
20985	40738
20986	40739
20987	40740
20988	40741
20989	40742
20990	51469
20991	51470
20992	51471
20993	51472
20994	40746
20995	40747
20996	40748
20997	40749
20998	51473
20999	51474
21000	51475,40751
21001	40752
48453	51476
48454	51477
48455	51478
48456	51479
21003	40754
21004	40755
21005	40756
21006	40757
	58147
	58148
21007	40758
48457	51480
48458	51481
21009	40760
48459,48460	40761
21011	40762
21012	40763
21013	40764
21014	40765,58356
48461,48462	40766
21016	40767
21017	40768
21018	40769
21019	40770
21020	40771
21021,21022	40772
21023	40773
21024	40774
21025	40775
21026	40776
21027	40777
21028	51482
21029	51483,40779
21030	40780
21031	40781
21032	40782
21033	40783
21034	40784
21035	40785
21036	58149
21037	40787
21038	40788
21039	40789
21042	40792
21043	40793
21044	58150
21045	51484,51485
21046	40796
21047	40797
48465	51486
48466	51487
48467,48468	40799
21050	40800
21051	40801
21052	40802
48469,48470	40803
21054	40804
21055	40805
48471	51488
48472	51489
21057	40807
21058	40808
21059	40809
48473	51490
48474	51491
21061	40811
48475	51492
48476	51493
21063	51494
21064	51495,40814
21065	40815
21066	40816
21067	51496
21068	51497
21069	40818
21070	40819
21071,21072	40820,40821
21073	40822
21074	40823
21075	40824
48477	40825
48478	40826
21077	40827
21078	51498,51499
21079	40829
21080	40830
21081	40831
21082	40832
21083	40833
21084	51500
21085	51501,40835
48479	40836
48480	58154
21087	51502
21088	51503
21089	40838
21090	40839
21091	51504
21092	51505
21093	51506
21094	51507,40842
21095	40843
48481	58155
48482	58156
21097	40845
21098	40846
21099	40847
21100	51508
48483	51509
48484	40849
21102	40850
21103	40851
21104	40852
21105	40853
21106	40854
21107	40855
21108	51510
21109	51511
21110	40857
21111	40859
21112	40860
21113	40861
21114	40862
21115	40863
21116	40864
21117	40865
21118	40866
21119	58392
21120	40868
21121	40869
21122	40870
21123	40871
21124	40872
21125	40873
21126	40874
48485	51512
48486	51513
21128	51514
21129	51515
21130	40878
21131	40879
21132	40880
21133	58173
21134	40882
21135	40883
21136	40884
21137	40885
48487	51516
48488	51517
21139	40887
21140	40888
21141	40889
21142	40890
48489	51518
48490	51519
21144	51520
21145	51521,51522
48491	51523
48492	51524
21147	51525
21148	51526
21149	40895
21150	40896
21151	40897
21152	40898
21153	40899
21154	40900
21155	40901
21156	51527
	51528
21157	40903
21158	40904
21159	40905
21160,21161	40906
63002	62767
21162	40908
21163	40909
21164	40910
21165	40911
21166	40912
21167	40913
21168	40914
21169	40915
21170	40916
21171	40917
21172	40918
21173	40919
21174	40920
21175	40921
21176	40922
21177	40923
21178	40924
21179	40925
21180	40926
21181	51529
21182	51530
21183	40928
21184	40929
21185	40930
21186	40931
21187	40932
21188	40933
21189	40934
21190	40935
21191	40936
21192	40937
21193	40938,51531
48493	51532
48494	40940
21195	40941
21196	40942
21197	40943
21198	40944
48495	51533
48496	51534
21200	40946
48497,48498	40947,40948
21202	40949
21203	40950
21204	40951,51535,51536
21205	51537
58184	51538
21206	40954
21207	40955
21208,21209	40956,40957
21210	40958
21211	40959
21212	40960
21213	40961
21214	40962
21215	40963
21216	40964
21217	40965
21218	40966
21219	40967
21220	40968
21221	40969
48499	51539
48500	51540
21223	40971
21224	40972
21225	40973
21226	51541
21227	51542
21228	40975
21229	40976,51543
21230	40978
21231	40979
21232	51545
21233	51546
21234	51547
21235	51548
21236	40982
21237	40983
48501	51550
48502	51551
21239	40985
21240	40986
21241	40987
21242	40988
21243	40989
21244	40990
21245	40991
21246	40992
48503	40993
48504	58437
21248	40994
21249	40995
21250	40996
21251	40997
21252	40998
21253	40999
21254	41000
21255	58438
21256	41002
21257	41003
21258	41004
21259	51552
21260	51553,41006
21261	51554
21262	51555
48505,48506	41009
21264	41010
21265	51556
21266	51557
21268	41014
21269	41015
21270	58441
21271,21272	41016,41017
21273	51558
21274	51559
21275	51560
21276	51561,41021
21277	41022
21278	41023
48509	41024
48510	41025
21282	41027
21283	41028
21284	41029
21285	41030
48511	51562
48512	51563
21287	41032
21288	58451
21289	58453
21290	58452
21291	41036
	51564
21292	51565
58249,58250	51566
21293	41038
21294	41039
21295	41040
21296	41041
21297	41042
21298	41043
21299	41044
21300	41045
21301	51567
21302	51568
21303,21304	51569
21305	51570
21306	51571
21307	51572
21308	41051
48513	41052,51573
21311	41054
21312	41055
21313	41056,41057
21315	51575
21316	51576
62780	51577
21317	41059
21318	41060
21319	41061
21320	41062
48515	41063
21322	41064
48519,48520	41065
48521,48522	58483
48523	58484
48524	58486
21324	41066
21325	41067
21326	41068
21327	41069
21328	41070
48525	51578
48526	51579
48527	51580
48528,48529,48530	51581,51582,51583,51584
21331	51585
21332	51586
21333	58487
21334	51588
21335	41073
21336	58233
21337	41075
21338	41076
21339	41077
21340	41078
21341	41079
48531	51589
48532	51590
21343	41082
21344	41083
21345	41084
21346	41085
21347	41086
58489	58490
21348	41087
21349	41088
48533	51591
48534	51592
21351	41090,51593
21352	51594
48535	51595
48536	51596
21354	41093
21355	41094
21356	41095
21357	51597
21358	41097
21359	41098
48537	51599
48538	51600
21361	41100
21362	58493
21363	51601
21364	51602
21365	41103
21366	51603
48539,48540	51604,51605
48541	51606
48542	51607
48543	51608
21368	51609
21369	51610
21370	41107
21371	41108
21372	41109
48544	51611
48545	51612
21374	41111
21375	41112
21376	41113
21377	41114
21378	41115
21379	51613
21380	51614
21381	51615
21382	51616,41119
21383	51617
48546,48547	51618
21385	41123
21386	41124
21387	41125
21388	41126
21389	41127
21390	51619,51620
21391	41129
21392	51621
21393	51622
21394	41131
21395	51623
21396	51624
21397,21398	41134,41135
21399	41136
21400	51625
21401	51626
21402	51627
21403	51628
21404	51629
21405	41139
21406	41140
21407	41141
48548,48549	51630
21409	41143
21410	41144
21411	41145,51632
21412	51633
21413	41147
21414	41148
21415	41149
21416	41150
21417	41151
21418	51634
58768	51635
21419	41153
21420	41154
21421	41155
21422	41156
21423	41157
21424	41158
21425	51636,51637
21426	41160
21427	41161
21428	41162
21429	41163
21430,21431	41164,41165
21432	41166
21433	41167
21434	41168
21435	41169
21436	41170
21437	41171
48550	51638
48551	51639
21439	51640
21440	51641
21441	41174
21442	41176
21443	41177
21444	51642
21445	51643,41179
21446	51644
21447	51645
48552,48553	41181
21449	41182
21450	41183
21451	41184
21452	51646,51647
21453	41186
21456	57055
21457	41189
21458	41190
21459	41191
21460,21461	41192
21462	41193
21463	41194
21464	51648
21465	51649
21466	41196
21467	41197
21468	41198
21469	41199
21470	41200
21471	51650
58671	51651
21472	41202
21473	41203
21474	41204
21475,21476	41205,41206
21477	41207
21478	51652
21479	51653,41210
21480	41211
21481	41212
21482	41213
21483	41214
21484	41215
21485	41216
21486	41217
58267	41218
62829	62827
58268	51654
21491	51655
21492	51656,51657
21493	41224
21494	41225
21495	41226
21496	41227
21497	41228
21498	41229
21499	41230
21500	41231
21501	41232
21502	41233
21503	41234
21504	51658
21505	51659
21506	41236
21507	41237
21508	51660
	51661
21509	51662
21510	41240
21511	41241
21512	41242
21513	41243
21514	58678
21515	41244
21516	41245
21517	41246
21518	41247
21519	41248
21520	41249
21521	41250
21522	41251
21523	41252
21524	41253
21525	41254
21526	51663
	51664
21527	41256
21528	41257
21529	51665
21530	51666
21531	41259
21532	41260
21533	41261
21534	41262
21535	41263
21536	41264
21537	41265
48558,48559	41266
21539	41267
21540	41268
21541	41269
21542	41270
48560	41271
48561	41272
48562	41273
48563	58704
21545	41274
21546	41275
21547	41276
21548	41277
21549	41278
21550	41279
21551	41280
48564	41281
48565	41282
21553	41283
21554	58235
21555	41285
21556	41286
21557	41287
21558	41288
21559	41289
21560	51667
21561	51668
	51669
	51670
48566,48567	41292
21563	41293
48568	51671
21565	41295
21566	41296
21567	41297
21568	41298
21569	41299
21570	41300
21571	58743
21572	41302
21573	41303
21574	41304
21575	51673
48570	51674
48571	51675
48572	51676
21577	41308
21578	41309
21579	41310
21580	41311
21581	41312
21582	51677
21583	58744
21584	41314
21585	41315
21586	41316
21587	58176
48573,48574	51679,51680
21589	41319
21590	41320
21591	41321
21592	41322
21593	41323
21594	41324
21595	41325
48575,48576	41326
21597,21598	41327,58759
21599	41329
48577,48578	41330
21601	41331
21602	41332
21603	41333
21604	41334
21605	41335
21606,21607	41336,41337
21608	41338
21609	41339
21610	41340
21611	41341
21612	41342
21613	51681
21614	51682
21615	41345
21616	41346
21617	41347
21618	41348
21619	41349
21620	41350
21621	41351
21622	51683
21623	51684
21624	41354
21625	41355
21626	41356
21627	51685,51686
21628	41358
21629	41359
21630	41360
21631	41361
21632	41362
21633	41363
21634	41364
21635	41365
21636	41366
21637	41367
21638	41368
48579,48580	41369
21640	41370
21641	41371
21642	41372
21643	41373
21644	41374
	51687
21645	51688
21646	41376
21647	41377
21648	51689
21649	51690
21650	51691
48581,48582	51692,41380
21652	51693
21653	51694
21654	51695
21655	51696
21656	51697
21657	51698,41386
21658	41387
21659	58236
21660	41389
21661	51699
21662	51700
21663	51701
21664	51702
21665	41392
21666	41393
21667	41394
21668	41395
21669	41396,51703
21670	51704
21671	41398
21672	41399
21673	41400
21674	41401
21675	41402,51705
21676	51706
21677	51707
21678	51708
	51709
	51710
21679	51711
21680	51712
21681	41406
21682	41407
21683	41408
21684	41409
21685	41410
21686	41411
21687	51713
21688	58237
21689	41414
21690	41415
21691	41416
21692	41417
21693	41418
21694	41419
21695	41420
21696	41421
21697	41422
21698	41423
21699	41424
21700	51715
21701	51716
21702	41426
21703	41427
21704	41428
21705	51717
