original	translation
6848	10727,10728,10729,10730,10731
6849	10732
6850	10733
6851	10734,47430,47431
6852	10736
6853	10737
	10738
6854	10739
6855	10740
6856	10741
6857	10742,10743
6859	10745
6860	10746
6862	
	10748
6863	10749
6864	10750
6865,6866	10751
	10752
6867	10753
6868	10754
6869	10755
6870	10756,10757
6871	10758
6872	10759
6873	10760
6874	10761
6875	10762
6876	10763
6877	10764
6878	10765
6879	10766
6880	10767
6881	10768
6882	10769
6883,6884	10770
6885	10771
6886	10772,10773
6887	10774
6888	10775
6889	10776
6890	10777,10778,10779
6891	10780
6892	10781
6893	10782
6894	10783
6895	10784
6896	10785,10786
6897	10787
6898	10788,10789
6899	10790
6900	10791
6901	10792
57376	10793
6902,6903,6904,6905	10794
6906	10798
6907,6908	10799
6909	10800
6910	10801
6911	10802
6912	10803
6913	10804
6914	10805
6915	10806
6916	10807
6917	10808
6918	10809
6919	10810
6920	10811,10812
6921	10813
47303	47432
47304	47433
6923	10815
57377	10816
6924	10817
6925	10818
47305,47306	10819
6927	10820
6928	10821,10822,10823
6929	10825
6930	10826
6931	10827
6932	10829
6933	10830
6934	10831
6935	10832
6936,6937	10833
6938	10834,10835
6939	10836
6940	10837
6941	10838,10839,10840
6942	10841
6943	10842,10843
6944	10844
6945	10845
6946	10846
6947	47434,47435,47436
6948	10849
6949	10850
6950	10851
6951	10852
6952	10853
6953	10854
6954	10856
6955	10857
6956	10858
6957	10859
6958	10860
6959	10861
6960	10863
6961	10864
6962	10865
6963	10866
6964	10867
	10868
	10869
6965,6966	10870
6967	10871,10872,10873
6968	10874,10875,10876
6969,6970	10877,10878
6971,6972	10879,10880
	10881
	10882
47307,47308	10883
47309	
6974	10884
6975	10886
6976	10888,10889
6977,57052	10890,10891,10892
6979,6980,6981	10893
6982	
6983	10894
6984	10895
6985	10896,10897
6986,6987	10898,10899
47310,47311,6989	10900,10901,10902,10903,10904,10905
	10906
6990,6991,6992,6993	10907,10908
6994,6995	10909,10911,10912
6996,6997,6998,6999	10913
	10914
7000	10915
7001	10916
7002,7003	10917,47437,47438
7004,7005,7006	10919,47439
	47440
	10921
7007,47312	10922
47313	
7009,7010	10924
7011	10925,10926
7012,7013	10927,10928
7014,7015	10929,10930
7016	10931,10932
7017	10933,10934
7018	10935,10936
	10937
7019,7020,7021	10938
7022,7023	10941,10942
7024	10943,10944
7025	
	10945
7026	10946
	10947
7027,7028	10948
7029	10949,10950
7030	10951
7031,47314,47315	10952
7033	10953
7034	10955
7035,7036	47441,47442
7037	
	10959
7038	10960
7039	
	10961
7040	10962
7041	10963
	10964
7042	10965,10966
7043	
7044	
7045	
7046	10967,10968,10969
7047	10970
7048	10973
7049	10974
7050	10975
7051	10976
7052	10977
7053	10978
7054	10979
7055	10980,10981,10982
7056	10983
7057	10984
7058	10985
7059	10986
7060	10987
7061	10988
47316	10989
47317	10990
47318,47319	10991
7064	10992
47320	10993
47321	10994
7066	10995
7067	10996
7068	10997
7069	10998
7070	10999
7071	11000
7072,47322,47323,47324,47325,47326,47327	11001
7074	11003
7075	11004
7076	11005
7077	11006
47328	47443
47329	47444,47445,47446
7079	11009
7080	11010
7081	11011
7082	47447
7083	47448
7084	11013
7085	47449
7086	47450
7087	11015
57364	11016
7088	11017
7089	11018
7090	11019
7091	11020
7092	11021
47330,47331	11022,11023
47332	11024
7094	11026
7095	11027,11028,11029
7096	11030
55127	11031,11032,11033
47333	11034
47334	11035
7098	11036
7099	11037
47335	11038
47336	11039
7101	11040
7102	11041
7103	11042
7104	11043
7105	11044
7106	11045
7107	11046
7108	11047
7109	11048
7110	11049
7111	11050,11051
7112,7113	11052,11053
7114	11054
7115	11055
7116	11056
7117	11057
7118	11058
7119	11059
47337	11060
47338	11061
7121,7122	11062
7123	11063
47339	11064
47340	47451
47341	47452
7125	11066
7126	11067
7127	11068
7128	11069
7129	11070
47342	11071
47343	47453
47344	47454
7131	11073
7132	11074
7133	11075
7134	11076
7135,55140	11077
7139	11081,11082
7140	11083
7141	11084
7142,7143	11085
7144	11086,11087
7145	11088,11089
7146	11090
7147	11091,11092
7148	11093,11094
7149	11095
7150	11096
7151	11097
7152,7153	11098,11099,11100
7154	11101
7155	11102
7156	11103
7157	11104
7158	11105,11106,11107,11108
7159	11109
7160	11111
7161	11112
47345,47346	11113
7163	11114
7164	11115
47347	11116
47348,47349	11117
47350	11118
47351	11119
47352	47455,47456
47353	47457
47354	47458
7169	11123
	11125
7170	11127
7171	11128,11129
7172	11130
7173	11131
7174	11132
7175	11133,11134
7176	11135
7177	11136
7178	11137
7179,7181	11138
7182,7183	11141
7184	47459
7185	47460
7186	11143
7187	11144
7188	11145
7189	11146
7190	11147
7191	11148
7192	11149
7193	11150
7194	11151
7195	11152
7196,7197	11153
7198,47355	11156
47356	11157
47357	11158
47358	11159
7201	47461,47462,11161
7202	11162
7203	11164
7204	11165
7205	11166
7206	11167
7207	11168
7208	11169,11170
7209	11171
7210	11172
7211	11173
7212	11174
7213	11175
7214	11176
7215,7216	11177
7217	11178
7218	11179
7219	11180
7220	11181
7221	11182
7222	11183
7223	11184
7224	11185
7225	11186
7226	11187
7227	11189
7228	11190,11191
7229	11192
7230	11193
7231	11194
7232	11195,11196
7233	11197
7234	11198,11199
7235	11200
7236	11201
7237	11202
7238	11203
7239	11204
7240	11205
7241	11206
7242	11207
7243	11208
7244	11209
7245,7246	11210
7247	11211,11212
47359	56891
56895	56893
56896	11214
	11215
7249	11216
7250	11217
7251	11218
7252	11219
7253	11220
7254	11221
7255	11222
7256	11223
7257	11224
7258	11225
7259	11226
7260	11227
7261	11228
7262	11229
7263	11230
7264	11231
7265	11232
7266	11233
7267	11234
7268,7269	11236,47463
7270	47464
7271	11238
47361	11239
47362	11240
7273	11241
47363,47364	11242
7275	11243
7276	11244
7277	11245
7279	11246
7280	11247,11248
7282	11249
7283	11250
7284	11251,11252
7285	11253
7286	11254,11255
47365,47366,47367	11256
7288	
	11257
7289	11258
7290	11259
7291	11260
7292	11261,11262
7293	11263
7294	11264,11265
7295	11266
7296	11267
47368	11268
47369	11270,11271
7298	11272
7299	11273
7300	11274
7301	11275
7302	11276
7303	11277
7305	11279
7306	11280
7307	11281
7308	11282,11283
7309	11284
7310	11285
7311	11286
7312	11287
7313	11288
7314	11289
47370	47465
47371	47466
7316	11291
47372	47467
47373	47468
7318	11293
7319,7320	47469
7321,7322	47470,11295
7323	11296,11297
7324	11298,11299
7325	11300
47374,47375	11301
7327	11302
7328	11303
7329,7330	11304,11305
7331	11306
7332	11307
7333	11308
7334	47471
7335	47472
7336	11310
47376	11311,11312
47377	11313
7338	11314
7339	11315
7340	11316,11317
7341	11318
7342	11319,11320
7343	11321
7344	11322
7345	11323
7346	11324
7347	11325
7348	11326
7349	11327
7350	11328,11329
7351	11330,11331
7352	11332
7353	11333
7354	11334
7355,7356	11335,11336
7357	11337
7358	11338
7359	11339
7360,7361	11340
7362	11341,11342
7363	47473
7364	47474
7365	11344,11345
7366	11346
7367	11347
7368	11348
7369	11349
7370	11350
57373	11351,11352
7371	11353
7372	11354
7373	11355
7374	11356
7375	11357
7376	11358
7377	11359
7378	11360
7379	11361
7380	11362,11363
7381	11364
7382	11365,11366,11367
7383	11368
7384	11369
7385	11370,11371
7386	11372
7387	11373
7388	11374
7389	11375,11376
7390	11377
7391	11378
7392	11379
7393	47475,47476
7394	11381
7395	47477
7396	47478
7397	11383
7398	11384
7399	11385
47378	11386
47379	11387
47380	47479
47381	47480
7402	11389
7403	11390
7404	11391
7405	47481
7406	47482
7407	11393,11394,11395
7409	11396
7410	11397
7411	11398
7412	11399
7413	11400
7414	11401
7415	11402
7416	11403,11404
7417	11405
7418	11406,11407
7419	11408,11409
7420	11410,11411
7421	11412,11413
7422	11414
56910	56912
56911	11416
7423	11417
7424	11418
47382,47383	11419
7426	11420
7427	11421
56913	11422
7428	11423
7429	11424,11425
7430	11426
7431	11427
7432	11428
7433	11429
7434	11430
7435	11431
47384	11432
47385	11433
7437	11434,11435
7438	11436
7439	11437
7440	11438
7441	11439
7442,57375	11440
7443	11442
7444	11443
7445	11444
7446	11445
7447	11446
56962	56963
7448	11448
7449	11449
56965	11450
7450	11451
7451	11452
7452	11453
7453	11454
7454	11455
7455	11456
7456	11457
7457	11458
7458	11459
7459	11460
7460	11461
7461	11462
7462	11463
7463	11464
7464	11465
7465	11466
7466	11467
7467	11468
7468	11469
7469	11470
7470	11471
7471	11472
7472	11473
7473	11474
7474	11475
7475	11476
7476	11477
7477,7478	11478
7479	11479
7480	11480
7481	11481,11482
7482	11483
7483	11484
7484	11485
7485	11486
7486	11488
7487	11489
7488	11490
7489	11491,11492
7490	11493
7491	11494
7492	11495
	11497
	11498
7493	11499
7494	11500
7495	11501
47386	47483
47387	47484
7497	11503
7498	11504
7499	11505
7500	11506
7501	
	11507
7502	11508
7503	55128
7504	11510
47388,47389	11511
7506	11512
47390	47485
47391	47486
7508	11514
7509	11515
7510	11516
7511	11517
7512	11518,11519,11520
7513	11521
7514	11522,11523
7515	11524
7516	11525
7517	11526
7518	11527
7519	11528
7520	11529
7521	11530
7522	11531
7523	11532
7524	11533
7525	11534
7526	11535
7527	11536
47392	47487
47393	47488
47394,47395	47489
47396,47397	11538
7531	11539
7532	11540
7533	11541,11542
7534	11543
7535	11544
7536	11545
7537	11546
7538	11547
7539	11548
7540	11549
7541	11550,11551
7542	11553
7543	11554
47398	11555
47399	11556
7545	11557
47400	11558
47401	11559
47402	11560,11561
47403	11562
7547	11563
7548	11564
20151	16267
20152	48070,48071
20153	16271
20154	16272
20155	16273,16274
20156	16275
48331,48332	16276
20158	16277
20159	16278,16279
20160	16280
20161	16281,16282,16283
20162	16284
20163	16286
20164	16287
20165	16288
20166	16289
20167	16290,16291
20168	16292
20169	16293,16294
20170	16295
20171	16296
20172	16297
20173,20174	16298
55124	16299
20175	16300,16301
20176	16302
48333	
48334	16303,16304
	16305
20178	16306
20179	16307
20180	16308
20181	16309
20182	16310
20183	16311,16312
20184	16313
20185	16314
48335	16315
48336	16316
20187	16317
20188	16318,16319
20190	16321
48337	16322
20192	16323
20193	16324
20194	16325,16326
20195	16327
20196	16328,16329
20197	16330
20198	16331
20199	16332
20200	16333
20201	16334
20202	16335,16336
20203	16338
20204	16339
48339	16340
48340	16341
48341	16342
48342	16343,16344
20207	16345
20208	16347,16348
20209	16349
20210	16350
20211	48072,48073
20212	16352
20213	16353
48343	16354
48344	16355
20215	16356
20216	16357
20217	16358
20218	16359
20219	16360
20220	16361,16362,16363
20221	16364
20222	16365
20223	16366,16367
20224	16368,16369
20225	62737
20226	16374
20227	16375
20228	16378,16379
20229	16380
20230	16381
20231	16382
20232	16383
20233	16385,16386
20234	16388
20235	16389
20236	16390
20237	16391
20238	16392
48345	16394
48346	16395
20240	16396
20241	16397
20242	16398,16399
20243	16400
20244	16401,16402
20245	16403
20246	16404
20247	16406
20248	16407
20249	16408
20250,81908	16409
20251	16412,16413
20252	16414
20253	16415
20254	16416,16417
20255	16418
20257	16421
20258	16422
20259	16423
20260	16424
20261	16425
20262	16426,16427
20263	16429,16430
20264	16431
20265	16432,16433
20266	16434
20267	16435
20268	16436,16437
20269	16438
20270	16439
20271	16440,16441
20272	16442
20273	16443
20274	16444
20275	16445
20276	16446
20277	16447
20278	16448,16449
20279	16450
20280	16451
20281	16452
20282	16454
20283	16455
20284	48074
55123	48075
20285	16457,16458
20286	16459
20287	16460
20288	16461
20289,20290	16462
20291	16463
20292	16464
20293	16465
20294	16466
20295	16467
20296	16468
20297	16469
20298	16470,16471
20299	16472
20300	16473
20301	16474
20302	16475
20303	16476
20304	16477
20305	16478
20306	16479,16480
20307	16481
20308	16482
48347	16483
48348	16484
48349	48076
48350	48077
20311	16486
20312	16487
20313	16488,16489,16490
55125	48078
55126	48079
20314	16492
20315	16493,16494
20316	16495,16496
20317	16497
20318	16498
20319	16499
20320	16500,16501
20321,20322	16502
20323	16503
20324	16505
20325	16506
20326	16507
20327	16508
20328	16509
20329	16510
20330	16511
20331	16513,16514
20332	16515
20333	16516
20334,20335	16517
20336	16518
20337	16519
20338	16520,16521
20339	48080
56875	48081
20340	16524,16525
20341	16526
56876	16527
20342	16528,16529
20343	16530
20344	16531
20345	16532
20346	16533
20347	48082
20348	16535
20349	16536
20350	48084,48085,16538
20351	16539,16540
20352	16541,16542,16543
20353	16544
20354	16545
20355	16546
20356	16547
20357	48086,48087
20358	16549
20359	16550
56877	58213
20360	16551
20361	16552
20362	16553
20363	16554
20364	48088
20365	16556
20366	16557
20367	16558,16559
20368	16560,16561
20369	16562
20370	16563
20371	16564
20372	16565
56879	16566
20373	16567
20374,20375	16569,16570
20376	16571
56880	16572
20377	16574
20378	16575,16576
20379	16577
20380	16578
56955	16579
20381	16580
20382	16581
20383	16582
20384	16583
20385	16584
20386	16585
20387	16586
20388	16587
20389	16588
20390	16589
20391	16590
20392	16591
20393	16593
20394	16594
20395	16595
20396	16596
20397,20398	16597
20399	16598
20400	16599
48351	16600
48352	16601
20402	16602
48353	16603
48354	16604
20404	16605,16606
20405	16607
20406	48090,48091,16609
20407	16610
20408	16611,16612
20409	48092,48093
20410	16614
20411	16615
20412	16616
20413	16617
20414	16618
20415	16619
20416	16620
20417	16621
20420	16625
57012	57017
57013	57018
58230	57019,57020
20422	16626,16627
48355	16628,16629
48356	16630
20424	16631
20425	16632
20426	16633
20427	16634
20428	16635
20429	16636
20430	16637
20431	16638
20432	16639
20433	16640
20434	16641
20435	48094
48357	16644
48358	16645
20437	16646,16647
20438	16648
58359	16649
20439	16650
20440	16651
20441	16652
20442	16653
20443	16654
20444	16655
20445	16656
20446	16657
20447	16658
20448	16659
20449	16660
20450	16661
20451	58202
20452	16664,58203
20453	16666
20454	16667
20455	16668
20456	16669
20457	16670
20458	16671
20459	16672
20460	16673
20461	16674
20462	16676
20463	16677
20464	16678,16679
20465	16680
20466	16681
20467	16682,16683
20468	48096,48097,16686
20469	16687
20470	16689
20471	16690
20472	16691
20473	16692
20474	16693
48359	16694
48360	16695
20476	16696
20477	16697
20478	16698
20479	16700
20480	16702
20481	16703
48361	16704
48362	48098
48363	48099
48364	48100
48365	48101
20483	16707,16708
20484	16709
20485	16711
20486	16712
20487	16713
20488,20489	16714
20490	16716
20491	16717
20492	16718
20493	16720
20494	16721
20495,20496,20497	16722,16723,16724
20498	16725
20499	16726
20500	16727
20501	16728
20502	16729
20503	16730
20504	16731
20505	16732
48366	48102
48367	48103
20507	16734
20509	16737
20510	16739
20511	16741
20512	16742,16743
20513	16744,16745
20514	16746
20515	16747
20516	16749
20517	16750
20518	16751,16752
48371,48372,48373	16753,16754,16755
20520	16756
20521	16757,16758
20522	16759
20523	16760,16761
20524	16762
20525	16763
20526	16764
20527	16765
20528	16766
20529,20530	16767,16768
20531	16769
57023	48104
57024	48107
48376	48110
20534	16773
48379	16775
48380	57060
20536	16776
20537	48113,48114,16779
20538	48115,16781,16782
20539	16783
20540	16784
48381	16785
48382	16786,16787
48383	48117
48384	48118
20543	16789,16790
20544	16791
20545	16795
20546	16796
20547	16797
20548	16798
20549	16799
20550	16800
20551	16801
20552	16802
20553	16803
20554	16804
20555	16806
20556	16807
20557	48119
20558	48120
20559	16810
20560	16811
20561	16812
20562	16813
20563	16814
20564	48121
57029	48122
20565	16816
20566	16817
48385	16818
48386	16819
20568	16820
20569	48123
20570	48125
20571	16823
20572	16825
48387	16826
48388	16827
20574	16828
20575	16829
20576	16830
20577	16831
20578	16832
20579	16833
20580	16834
20581	16835,16836
20582	16837
20583	16838
20584	16840
20585	58231
20586	16842,16843
20588	16844
20589	16845
20590	16846
20591	16847
20592	16848
20593	16849
20594	16850
20595	16851
20596	16852
20597	16853
48389	48127
48390	48128
20599	16855
20600	16856
20601	16857
20602	16858
20603	16859
48391	16860
48392	16861
20605	16862
20606	16863
20607	16864
20608	16865
20609	16866
20610	16867
48393	16868
48394	16869
48395	48129
48396	48130
20613	16873
20614	16874
20615	16875
20616	16876,16877
20617	16878
20618	16879,16880
20619	16881
20620	16882
20621	16883
20622	16884
20623	48131,48132
20624	16887
20625	16888
48397	16889
48398	16890
48399	16891
48400	16892,16893
48401	16894
20629	16896
20630	16898
20631	16900
20632	16902
20633	16903
20634	16905
20635	16906
56956	16907
20636	16908
20637	16909
48403	16910
48404	16911
20639	16912
20640	16913
20641,20642	16914
20643	16915
20644	16916
20645,20646	16917,16918
20647	16919
20648	16920
20649	16921
20650	16922
20651	16923
20652	16924
20653	16925,16926
20654	16927
20655	16928
56957	58243
20656	16929
20657	16930,16931
20658	16932
20659	16933
20660	16934
20661	16937
20662	16938,16939
20663	16940
20664	16941,16942
20665	16943
20666	16944
20667	16945
20668	16946
20669	16948
20670	16949
20671	16950
20672	16951
20673	16952
48405	48133
20675	16954
20676	16955
20677	16956
20678	16957
20679	16958,16959,16960
20680	16961
20681	16962
20682	16963
20683	16964
	16965
20684	16966
20685	16967
20686	16968
20687	16969
20688	16972
20689	16973
20690	16974
20691	16975
56958	58244
56959	58245
20692	16977
20693	16978
20694	58248
20695	16979
20696	16980
20697	16981
20698	16982
20699	16983
20700	16984
20701	16985
20702	16986
20703	16987,16988
20704,20705	16989
20706	16990,16991,16992
48407,48408	48135,48136
20708	16994
48409	16995
20710	16997
20711	16998
20712	17004
20713	17005
20714	17006
20715	17007
20716	17008
20717	17009
20718	17010,17011
20719,20720	17012
20721	17013
20722	17015
20723	17016
20724	17017
20725	17018
20726	17020
20727	17021
20728	17022
20729	17023,17024
20730	17025,17026
20731	17027,17028
20732	17029,17030
20733	17031
20734	17032
20735	48137
20736	17034
20737	17035
20738	17036
20739	17037
20740	17038,17039
20741	17040
20742	17041
20743	17042
20744	17043
20745	48139
20746	17045
48411	17047
48412	17048
48413,48414	17049
20749	17050
20750	17052,17053
20751	17055
20752	17056
20753	17057
20755	17061
20756	17062
20757	17063
48417	48141
48418	48142
20759	17065
20760	17066
20761	17067
20762	17068
48419	48143,48144
48420	17070
20764	17071
20765	17072
20766	17073
20767	17074
20768	17075
20769	
20770	
20771	17076
20772,20773	17077,17078,17079,17080
20774	17081,17082
20775	48145
20776	17084
20777	17085
20778	17086
20779	17087
20780	17088
20781	17089
20782	17091
20783	17092
20784	17093
20785	17094,17095
20786	17096
20787	17097
20788	17098
20789	17099
20790	17100
20791	17101
48421	17102
48422	17104
20793	17105
48423	17106
48424	17107
20795	17108
20796	17109
20797	17110
20798	17111
20799	17112
48425	17113
48426	48147,48148
20801	17115
20802,20803	17116
20804	17117
20805	17118
20806	17119,17120
20807	17121
48427	48149
48428	48150
20809	17123
20810	17124
20811	17125
20812,20813	17126
20814	17127
20815	17128
20816	17129
20817	17130
20818	17131
20819	17132
20820	17133
20821	17134,17135
20822	17136
20823	17137
20824	17138
20825	17139
20826	17140
20827	17141
20828	58256
20829	17142
20830,20831	17143
20832	17144,17145
20833	17146
20834	17147
20835	17148
20836	17149
20837	17150
20838	17151,17152
48429	17153
48430	17154
20840	17155
20841	17156
20842	58259
20843	
20844	17159,17160
20845	17162
20846	17163
20847	17164
20848	17166
20849	17167
20850	17168
20851	17169
20852	17170
20853	17171
20854	17172
20855	17174
20856	17175
20857	17176
20858	17177
20859	17178
20860	17179
20861	17180,17181
20862	17182,17183
20863	17184
20865	17185,17186,17187,17188
20866	17189
20867	17190,17191
20868	17192
20869	17193
20870	17194
20871	17195
20872	17196
20873	17197
20874,20875	17198
20876	17199
20877	17200
20878	17201
20879	17202
20880	17203
48431	48151
48432	48152
20882	17205
20883	17206
20884	17208
20885	17209
20886	17210
20887	17211
20888	17212
20889	17213
48433,48434	17214
20891	17215
20892	17216
20893	17217
20894	17218
20895	58142
20896	48153
20897	48154
20898	48155
48435	48156
48436	17221
48437	17223
48438	48157
20901	48158
20902	48159
20903	17225,17226,17227
20904	17228
48439	17229
48441	17230
20907	17231
20908	17233
48443,20910	17234
20911	17235
20912	17236
20913	17237
20914	17238
20915	17239
20916	17240
20917	58274
20918	17242
20919	17244
20920	17245
20921	17247
20922	17248
20923	17249,17250
20924	17251,17252
20925	17253
20926	17254
20927	17255,17256
20928	17257
20929	17259
20930	17260
20931	17261
20932	17262
20933	17263
20934	17264
20935	17265
20936	17266
20937	58278
20938	48160
20939	58279
20940	17271
20941	17273
20942	17274
20943	17275
20944	17276
20945	17277
20946	17278
20947	17279
20948	17280
20949	17281
48445	17282
48446	17283
20951	17284
20952	17285,17286
20953	17287
20954	17288
20955	17289
20956	17290
20957	17291
20958	17292
20959	17293
20960	17294
20961	17296,17297
20962	17298
20963	17300
20964	17301
20965	17303
58145	58146
20966	17304
20967	17305
20968	17306
20969	17307
20970	17308
20971	17309
20972	58286
48447	17313
48448	17314
20974	17315
20975	17316
48449	17317
48450	62738
20977,20978	17318
20979	17319
20980	17320
20981	17321
48451	17322
48452	17323
20983	17324
20984,20985	17325,17326
20986	17327
20987	17328
20988	17329
20989	17330
20990	17331
20991	17332
20992	17333
20993	17334
20994	17336
20995	17337
20996	17338
20997	17339
20998	17340
20999	17341
21000	17342,17343
21001	17344
48453	48162
48454	48163
48455	48164
48456	48165
21003	17346
21004	17347
21005	17348
21006	17349
21007	17350
48457	48166
48458	48167
21009	17352
48459,48460	17353
21011	17354
21012	17355
21013	17356
21014	17357,48168,48169
48461	48170
48462	48171
21016	17360
21017	17362,17363
21018	17364
21019	17365
21020	17366
21021	17368
21022	62752
21023,21024	17369,17370
21025	17372
21026,21027	17373
21028	17375
21029	17376
21030	17377
21031	17378
21032	17379
21033	17381
21034	17382
21035	17383
21036	17384
21037	17385
21038	17386
21039	17387
21042	17391
21043	17392
21044	17393,17394
21045	17395
21046	17396
21047	17398
48465	17399
48466	62753
48467	48172
48468	62754
21050	17402
21051	17403,17404,17405
21052	17406
48469	17409
48470	17410
21054	17411
21055	17412
48471	48177
48472	48178
21057	17414
21058	17415
21059	17416
48473	17417
48474	58246
21061	58247
48475	17421
48476	17422
21063	17423
21064	17424
21065	17425
21066	17426
21067	17427
21068	17428
21069	17429
21070	17430
21071,21072	62755,17431
21073	17432
21074	17433,17434
21075	17435
48477	17436
48478,21077	17437
21078	17438,17439
21079	17440
21080	17441
21081	17442
21082	17443
21083	17444,17445
21084	17446
21085	17447
48479	17448
48480	58153
21087	17450
21088	17451
21089	17452
21090	17453
21091	17454
21092	17455
21093	17456
21094	17457
21095	17459
48481	17460
48482	17461
21097	17462
21098	17463
21099	17464
21100,48483	17465
48484	17466
21102	17467
21103	17468
21104	17470
21105	17471
21106	17472
21107	17473
21108	17475
21109	48179,48180
21110	17477
21111	17478
21112	17480
21113	17481
21114	17482
21115	17483
21116	17484
21117	17485
21118	17486
21119	17487
21120	
	17488
21121	17489
21122	17490
21123	17491
21124	17492
21125	17493
21126	17494,17495
48485	17496
48486	17497
21128	17498
21129	17500
21130	17501
21131	17502,17503
21132	17504
21133,21134	17505
21135	17508
21136	17509
21137	17510
48487	17511
48488,21139	17512,17513
21140	17514
21141	17515
21142	17516
48489	48181
48490	48182
21144	17518
21145	17519
48491	48183
48492	48184
21147	17521
21148	17522
21149	17523
21150	17524
21151	17525,17526
21152	17527
21153	17528
21154	17529
21155	17530,17531
21156	17532
21157	17533,17534
21158	17535
21159	17536
21160,21161	17537
63002	17538
21162	17539
21163	17540
21164	17541
21165	17542
21166	17543
21167,21168	17544
21169	17545
21170	17546
21171	17547,17548
21172	17549
21173	17550
21174	17551,17552
21175	17553
21176	17554
21177	17555
21178	17556
21179	17557
21180	17558
21181	17559
21182	17560
21183	17561
21184	17562
21185	17563
21186	17564
21187	17565
21188	17566,17567
21189	17568,17569
21190	17570
21191	48185
21192	48186
21193	48187
48493,48494	17572
21195	17574
21196	17575
21197	17576
21198	17577
48495	17578
48496	17579
21200	17580
48497,48498	17581,17582
21202	17585
21203	17586
21204	17587,17588
21205	17589
58184	17590
21206	17591
21207	17592
21208	17593
21209	17594,17595
21210	17596
21211	17597
21212	17598
21213	17599
21214	17600
21215	17601,17602
21216	17603
21217	17604
21218	17605
21219	17606
21220	17607
21221	17608
48499	48188
48500	48189
21223	17610
21224	17611
21225	17612
21226	17613
21227	17614
21228	17615
21229	17616,48190,48191
21230	17618
21231	17619
21232	17620
21233	17621
21234	17622
21235	17623
21236	58192
21237	48193
48501	17626
48502	17627
21239	17629,17630
21240	17631
21241	17632
21242	17633
21243	17634
21244	17636
21245	17637,17638
21246	17639
48503	17640
48504	17641
21248	17642
21249	17643
21250	17644
21251	17645
21252	17646,17647
21253	17648
21254	17649
21255	17650
21256	17651
21257	17652
21258	17653
21259	17654
21260	17655
21261	17656
21262	17657
48505	48194
48506	48195
21264	17659
21265	17661
21266	17662
21268	17665
21269	17666
21270	17667
21271	17668
21272	17669,17670
21273	17671
21274	17672
21275	17673
21276	62776,17675
21277	17676
21278	17677
48509	17678,17679
48510	17680
21282	17682
21283	17683
21284	17684
21285,48511,48512	17685
21287	17687
21288	48196,48197
21289	17689
21290	48198
21291	17691
	17692
21292	17693
58249	17694
58250	17695
21293	17696
21294	17697,17698
21295	17699
21296	17700
21297	48200,48201
21298	17702
21299	17703
21300	17704
21301	17705
21302	17706
21303	17707
21304	17708
21305	17709
21306	17710,62779
21307	17711
21308	17712
48513	17715,17716
21311	17718
21312	17719
21313	17720
21315	17721
21316,62780	17722,62781
21317	62782
21318	17724
21319	17726
21320	17727
48515	17728,17729,17730
21322	17731
48519,48520	48202
48521,48522	48203
48523	48204
48524	48205
21324	17733
21325	17734
21326	17735,17736
21327	17737
21328	17738,17739
48525	17740
48526	17741
48527	17742
48528	17743
48529,48530	17744
	17745
	17746
	17747
	17748
21331,21332,21333	17749
21334	17750
21335	17751
21336	17752
21337	17753
21338	17754
21339	17755
21340	17756
21341	62783
48531	17759
48532	17760
21343	17761
21344	17762
21345	17763
21346	17764
21347	17765
58489	17766
21348	17767
21349	17768
48533	48206
48534	48207
21351	17771,17772
21352	17773
48535	48208
48536	48209
21354	17775
21355	17776
21356	17777
21357	17778
21358	17779
21359	17780
48537	48210
48538	48211
21361	17782
21362	17783
21363	17784
21364	17785
21365	17786
21366	17787
48539,48540,48541	48212,48213,48214
48542	48215
48543	48216
21368	17789
21369	17790
21370	17791
21371	17792
21372	17793,48217,48218
48544,48545	17795
21374	17797
21375	48219
21376	48220
21377	17799
21378	17800
21379	17801
21380	17802
21381	17803
21382	17804
21383	17805
48546	17806
48547	62787
21385	17807
21386	17808
21387	17809,17810
21388	17811
21389	17812
21390	17813
21391	17814
21392	17815
21393	17816
21394	17817
21395	17818
21396	17819
21397	17820
21398	17821
21399	17822
21400	17823
21401	17824
21402	17825
21403	48221
21404	48222
21405	17827
21406	17828
21407	17829
48548	17830
48549	17831
21409	17832,17833
21410	17834
21411	17836
21412,21413	17837
21414	17839
21415	17840
21416	17841
21417	17842,17843
21418	17844
58768	62791
21419	17847
21420	17848
21421	17850
21422	17851
21423	17852
21424	17853
21425	17854,17855
21426	17856
21427	17857,17858
21428	17859
21429	17860
21430	17861
21431	17862
21432	17863
21433	17864
21434	17865
21435	17866
21436	17867
21437	17868
48550	17869
48551	17870
21439	17871
21440	17872
21441	17873
21442	17874
21443	62824
21444	17875
21445	17876
21446	17877
21447	17878
48552	17879
48553	17880
21449	17881,17882
21450	17883
21451	17884
21452	17885,17886,17887
21453	17888
21456	17891
21457	17892,17893
21458	17894
21459	17895
21460	17896
21461	17897
21462	17898,17899
21463	17900
21464	17901
21465	17902
21466	17903
21467	17904
21468	17905
21469	17906
21470	17907
21471	17908
58671	62825
21472	17910
21473	17911,17912,17914
21474	17916
21475,21476	17917,62826
21477	17919
21478	17920
21479	17921,17922
21480	17923
21481	17924
21482	17925,17926
21483	17927
21484	17928,17929
21485	58488
21486	17931
58267	62831
62829	62830
58268	17935
21491	17937
21492	17938
